,Names,R2 1st Wave,RMSE 1st Wave,MAE 1st Wave,R2 2nd Wave,RMSE 2nd Wave,MAE 2nd Wave,R2 3rd+4th Wave,RMSE 3rd+4th Wave,MAE 3rd+4th Wave,R2 All Data,RMSE All Data,MAE All Data
39,"ARIMA(3,1,3)",0.8791461078064301,19492.308046580067,1609.5154216984406,0.846251428689097,105469.80380550347,7711.464208252271,0.8694500151788018,27032.759190899724,2438.058029999685,0.8981567420939929,267547.5202641946,3691.618565999903
40,"ARIMA(3,1,4)",0.9029503304837747,17467.468778458242,1518.8446379519175,0.8586291298122323,101135.25162793238,7484.802066697874,0.9035603327397482,23234.31187031501,2095.778880500367,0.9147207144384336,244825.45197754988,3348.0729512079497
41,"ARIMA(3,2,1)",0.8168187270942207,23997.913386045166,1851.3762262398113,0.7730725959137716,128134.49637419643,8650.260731524993,0.8277844292997121,31048.3246226221,2596.470459934792,0.8792723480867926,291298.44428575144,3855.4214248937387
42,"ARIMA(3,2,2)",0.8295868852072568,23146.45321565356,1835.1804656694546,0.7823931304632128,125475.48827411342,8370.887536813843,0.824264062211539,31364.05844872454,2610.3607109777545,0.8781413142082435,292659.7742858256,3959.3766813150046
43,"ARIMA(3,2,3)",0.8641783314614013,20664.146680866645,1701.233261781037,0.7870910855983755,124113.64106107972,8512.263746365605,0.8537433694764249,28612.759522128403,2460.302341342858,0.8910879992398949,276676.74416776624,3753.5114866179915
44,"ARIMA(3,2,4)",0.8692120081888675,20277.615368292296,1699.1342557506632,0.7875110101860902,123991.18471958867,8189.70474087966,0.8542115006774975,28566.931648345635,2440.4647931614604,0.8932821873476964,273875.5393464888,3773.983270534355
45,"AR(4,0,0)",0.8153994194374814,24090.703167746804,1855.9419290779206,0.7773974153676098,126907.61868746899,8974.959433712886,0.820422226127005,31705.036292170615,2604.9789919542454,0.8815331581347089,288558.04954087676,3941.0082008715117
46,"ARMA(4,0,1)",0.8362125570797482,22692.024646458234,1830.1948958377095,0.8079226392820305,117885.57970933054,8933.8127813347,0.841508365180445,29785.51649944862,2570.6159260294294,0.8902144746862903,277784.06593790336,3812.9180551578843
47,"ARMA(4,0,2)",0.8631803542566354,20739.92473742758,1688.360451873193,0.8011994595177794,119930.97769055663,8822.797372263725,0.8479133160912374,29177.465096547647,2459.543837183406,0.8945762576396401,272209.9543360202,3821.000956134759
48,"ARMA(4,0,3)",0.8883530653984063,18735.11430020824,1605.1978015326138,0.8091767247138901,117500.1082240476,8168.746060422979,0.8874902893138921,25095.564366106577,2254.444862597407,0.8965566110397111,269641.14235467603,3790.4249576414245
49,"ARMA(4,0,4)",0.86762966272672,20399.911481899133,1740.3543333033574,0.8541779286312361,102715.0838971724,7710.301598974021,0.8906173419897637,24744.35849990903,2169.2684367495976,0.9151098369704284,244266.25391544998,3404.5174303450226
50,"ARIMA(4,1,1)",0.8573998056987652,21173.51709488936,1774.7569169828785,0.8255991828864758,112330.28258180234,8643.547047326185,0.867877707881282,27195.059452902922,2463.9642789077784,0.8968990800641811,269194.42315362615,3763.360183921274
51,"ARIMA(4,1,2)",0.8636627043151057,20703.333732957613,1708.6240531650694,0.8491120911756933,104484.00554031969,7804.433825822259,0.9164240549774918,21629.30729671808,2091.549557021605,0.9223487250635505,233619.49650951396,3310.6823096066128
52,"ARIMA(4,1,3)",0.9146197373961201,16383.688732133927,1356.778424339306,0.8671269065131797,98048.53675859816,7512.072997865323,0.9235000736223529,20693.42948496627,1903.0767897870337,0.9134925680809229,246582.0722849167,3441.027208809304
53,"ARIMA(4,1,4)",0.9055504478310149,17231.88933130125,1500.5965080017334,0.8750733696824359,95071.44757564843,7012.680534084017,0.9408561423799601,18195.1980329931,1681.1231226023265,0.9360426631880066,212021.53478776148,2817.3299752421226
54,"ARIMA(4,2,1)",0.8270471036773513,23318.298898633093,1867.6293464160053,0.8014350732217218,119859.88693983981,8708.77345594219,0.839419408945016,29981.163922662123,2462.5865171027835,0.8874134078852658,281305.436302394,3844.850276910803
55,"ARIMA(4,2,2)",0.8410798394248213,22352.31159002567,1719.7241101968293,0.8257749272126478,112273.67050272044,7893.5469427893995,0.8669787493548506,27287.420046959858,2450.24268644345,0.8794010570661561,291143.12475855823,3848.9695572604123
56,"ARIMA(4,2,3)",0.8511531400624464,21632.304318864593,1747.1860934306603,0.855585210742724,102218.24709767435,7457.076177599992,0.8511496720081062,28865.35219684826,2450.8937124086633,0.8911786428348732,276561.58608224295,3777.606782183928
57,"ARIMA(4,2,4)",0.8745625556304706,19858.50469348596,1680.5999315540057,0.8442580911532941,106151.3056653328,7067.164698846142,0.8516457837652396,28817.20855795921,2303.3575857338374,0.8938856965789902,273100.03263105126,3723.4702884095623
58,"MAX(0,0,1)",0.6883924573719726,31299.465846426905,2803.330899085443,0.6790527618647535,152384.0160417389,13221.663390550837,0.7259395540723004,39167.43603976605,4031.9611666975998,0.7034619826085533,456535.94607267843,7360.464518739004
59,"MAX(0,0,2)",0.7898103617909168,25706.242289102316,2245.077370828853,0.7573606850072123,132496.1257045506,10271.666756536568,0.792270857631176,34099.70932129006,3181.5854637362736,0.8177304783098154,357924.8199990144,5656.50540544539
60,"MAX(0,0,3)",0.7898487364888729,25703.89556468404,2243.302867769943,0.8038268883349436,119135.81335282118,9648.014766819111,0.8079374837192731,32788.62992954217,3151.6834764347172,0.8253028674247468,350410.9561453367,5519.948893114881
61,"MAX(0,0,4)",0.8313700317076724,23025.036346414156,1832.208192729524,0.8084002339142526,117738.92900185939,9290.293986423283,0.826575719278382,31157.091797142253,2791.3196244209257,0.880920032489725,289303.8025817446,4192.058099093704
62,"IX(0,1,0)",0.8089620765620005,24507.146087505553,1840.3604610777702,0.7591538984080961,132005.6148425765,8480.453557150631,0.8221262463982953,31554.252598766096,2432.001351804898,0.8641256782616944,309032.02154710866,3812.7750794933945
63,"IX(0,2,0)",0.6112852244787873,34958.15227258896,2859.2770759861965,0.43328070788218087,202491.40428487607,12818.36638891162,0.6335855330211584,45288.534664540945,3746.9870353906686,0.7547795027639977,415157.7720417668,5472.973731673473
64,"ARX(1,0,0)",0.8157307307871126,24069.07509979346,1897.7469400120476,0.7844314576745486,124886.44011686131,8839.38552603694,0.8312732952140195,30732.21588459953,2461.237984042316,0.8695423257347199,302809.5753740565,3694.587170248769
65,"ARMAX(1,0,1)",0.8160747517016231,24046.59676258067,1885.220623192813,0.785815234231873,124484.95956408723,8827.428883335993,0.8318459652899857,30680.017925670232,2460.3745575682083,0.8741957503856713,297359.92879344465,3795.7041116220853
66,"ARMAX(1,0,2)",0.8504791850033601,21681.222835245502,1810.2499542746657,0.8036279783170849,119196.19701759603,8443.168877086551,0.8548662054426636,28502.715501922652,2435.5239186268145,0.8837705739208448,285820.1448210749,3873.893201903597
67,"ARMAX(1,0,3)",0.8504240217434065,21685.221932762273,1802.1733697408463,0.8113415733179142,116831.70048034558,8939.86242482964,0.8553576082105844,28454.421480179622,2397.2128251779627,0.8877553571421737,280877.9194319434,3782.7887803673448
68,"ARMAX(1,0,4)",0.8961210371960538,18071.605922731316,1581.541103268073,0.8273097026363807,111778.0586047439,8078.410090586385,0.8942191897181992,24333.54636850712,2263.8951469504104,0.8912024061027533,276531.38812272804,3861.7078394017153
